scenario,step,mean_cooperation,balanced_fraction,n_blocs,modularity,polarization,conflicts,total_power
rivalrous,44,0.008255906811788439,0.9175824175824175,2,0.48800309304819534,0.0,1,51.5374753062027
rivalrous,45,0.010453279483736318,0.9175824175824175,2,0.4889446944108999,0.0,0,52.5687421921237
rivalrous,46,0.012929596452876344,0.9175824175824175,2,0.4998063130685424,0.0,0,53.62409971115563
rivalrous,47,0.015598386033890202,0.9175824175824175,2,0.49982891598703316,0.0,0,54.704333936913606
rivalrous,48,0.017518962470933406,0.9175824175824175,2,0.4997019296372953,0.0,0,55.809803674991564
rivalrous,49,0.019251173418385406,0.9175824175824175,2,0.4998115758123436,0.0,0,56.94078753604883
rivalrous,50,0.021284258696852656,0.9175824175824175,2,0.49964231596550013,0.0,0,58.09837616870113
rivalrous,51,0.023443196900522375,0.9175824175824175,2,0.49977756450301225,0.0,0,59.28340360187677
rivalrous,52,0.025491052123098372,0.9175824175824175,2,0.4997139257180766,0.0,0,60.4966376965774
rivalrous,53,0.02722272653448937,0.9175824175824175,2,0.499624359226861,0.0,0,61.73802468120063
rivalrous,54,0.026849251500017768,0.9175824175824175,2,0.49963740388952316,0.0,1,62.468109834633
rivalrous,55,0.028975095968877217,0.9175824175824175,2,0.4996581236547353,0.0,0,63.75596149580307
rivalrous,56,0.02917872710449216,0.9175824175824175,2,0.49965442297558427,0.0,1,64.33353301478449
rivalrous,57,0.031422360206511825,0.9395604395604396,2,0.49960564218590886,0.0,0,65.66685368352358
rivalrous,58,0.03359083708482538,1.0,2,0.499606115963513,0.0,0,67.03234049221005
rivalrous,59,0.03520819524376443,1.0,2,0.49959243287266325,0.0,0,68.4301688729187
rivalrous,60,0.03707880738071891,1.0,2,0.49958161779029175,0.0,0,69.8619253879062
rivalrous,61,0.03813652176748377,1.0,2,0.4996455311280741,0.0,0,71.32693312918809
rivalrous,62,0.039128112286869125,1.0,2,0.4997084914567357,0.0,0,72.82592213641647
rivalrous,63,0.039661485620719,1.0,2,0.4997788058975564,0.0,0,74.36034267294067
rivalrous,64,0.04022797268741645,1.0,2,0.49981970232559214,0.0,0,75.93009556558133
rivalrous,65,0.04084887165669167,1.0,2,0.4998834344086621,0.0,0,77.53618220802556
rivalrous,66,0.04097104304512939,1.0,2,0.49991510217566815,0.0,0,79.1786235596303
rivalrous,67,0.04129423387115153,1.0,2,0.49990292600364394,0.0,0,80.85886238624082
rivalrous,68,0.041413740811549325,1.0,2,0.49987317377690005,0.0,0,82.57823040828379
rivalrous,69,0.03925648503215269,1.0,2,0.4998522342820788,0.0,1,83.75065292421215
rivalrous,70,0.040053905919081145,1.0,2,0.4998256302980687,0.0,0,85.53631287366885
rivalrous,71,0.03844540947106179,1.0,2,0.4998010983649707,0.0,1,86.49845812883765
rivalrous,72,0.0394034185089259,1.0,2,0.4997690313291643,0.0,0,88.34912509251569
rivalrous,73,0.04020901578890901,1.0,2,0.4997548422879067,0.0,0,90.24246589066195
rivalrous,74,0.04080568317042759,1.0,2,0.4997882558824761,0.0,0,92.18010648800298
rivalrous,75,0.04105824456063802,1.0,2,0.4998204099030822,0.0,0,94.16186224181237
rivalrous,76,0.0412887122371308,1.0,2,0.4998499537339307,0.0,0,96.18883785665838
rivalrous,77,0.04118215125169857,1.0,2,0.4998528238357418,0.0,0,98.26260201758377
rivalrous,78,0.03861352894921887,1.0,2,0.4998728258592996,0.0,1,99.38379074425312
rivalrous,79,0.03678799436728613,1.0,2,0.49989071707962407,0.0,1,100.7099588729869
rivalrous,80,0.03726692429952824,1.0,2,0.4999234802756316,0.0,0,102.88915795800389
rivalrous,81,0.031214783132664427,1.0,2,0.49995958927552436,0.0,3,102.13750772324704
rivalrous,82,0.0305754081478709,1.0,2,0.499981988348017,0.0,1,103.26327614367527
rivalrous,83,0.03225346644051856,1.0,2,0.4999980665099567,0.0,0,105.50464080151052
rivalrous,84,0.03347936107090544,1.0,2,0.49999754749598424,0.0,0,107.79488832875799
rivalrous,85,0.03471207184823243,1.0,2,0.49997967093983964,0.0,0,110.13531455114284
rivalrous,86,0.03346812143031078,1.0,2,0.4999555363133694,0.0,1,111.40120707391358
rivalrous,87,0.03232945980350132,1.0,2,0.4999391607785396,0.0,1,112.58347195639023
rivalrous,88,0.03290859539244466,1.0,2,0.4999148272082504,0.0,0,115.02876706482257
rivalrous,89,0.033746662095413216,1.0,2,0.49990094500986015,0.0,0,117.52667526058121
rivalrous,90,0.034763545092520325,1.0,2,0.49990267504250696,0.0,0,120.0804558124953
rivalrous,91,0.03516339458957282,1.0,2,0.4998941908932065,0.0,0,122.69011191717584
rivalrous,92,0.03545171203701039,1.0,2,0.49987148806082,0.0,0,125.35686169132251
rivalrous,93,0.03603994852965654,1.0,2,0.4998783349380458,0.0,0,128.08139724009595
rivalrous,94,0.03653279162264573,1.0,2,0.4998977059543599,0.0,0,130.86624484106022
rivalrous,95,0.03447161017465636,1.0,2,0.499916686961451,0.0,1,132.81139609618685
rivalrous,96,0.031060668034231572,1.0,2,0.4999612536308716,0.0,2,133.64376202820824
rivalrous,97,0.032757090806892215,1.0,2,0.4999777878739612,0.0,0,136.5517244088057
rivalrous,98,0.03454914175654895,1.0,2,0.4999860795277745,0.0,0,139.5248791761135
rivalrous,99,0.03592387554966756,1.0,2,0.4999945489237758,0.0,0,142.5635873507459
rivalrous,100,0.03749277218573228,1.0,2,0.4999936311752732,0.0,0,145.66736742064742
rivalrous,101,0.038635545821115405,1.0,2,0.4999993315759969,0.0,0,148.83940530268058
rivalrous,102,0.03963373665284398,1.0,2,0.4999985972812374,0.0,0,152.08123995229764
rivalrous,103,0.0411293706153303,1.0,2,0.49999749104839497,0.0,0,155.39510049969616
rivalrous,104,0.03981836106233051,1.0,2,0.49999563530763036,0.0,1,157.75886007298163
rivalrous,105,0.040810916681423635,1.0,2,0.4999896035635796,0.0,0,161.1908184829854
rivalrous,106,0.04123926701612304,1.0,2,0.49998340816448616,0.0,0,164.69694064067585
rivalrous,107,0.042003021344096725,1.0,2,0.499978088603378,0.0,0,168.27990238353112
rivalrous,108,0.04275420582642933,1.0,2,0.4999719095605797,0.0,0,171.9407841903326
rivalrous,109,0.04299769969064661,1.0,2,0.49996257078588724,0.0,0,175.6803716570462
rivalrous,110,0.03954961889239705,1.0,2,0.49995489386903214,0.0,2,176.0976944461469
rivalrous,111,0.04090250791999849,1.0,2,0.4999501902527946,0.0,0,179.93161830517818
rivalrous,112,0.042396863724721255,1.0,2,0.4999467408282915,0.0,0,183.85051198405574
rivalrous,113,0.041522621013293,1.0,2,0.4999622505452231,0.0,1,186.60431882617405
rivalrous,114,0.043126295643801646,1.0,2,0.4999617337756226,0.0,0,190.66965555896246
rivalrous,115,0.04486681389261413,1.0,2,0.4999864368045418,0.0,0,194.82909230613615
rivalrous,116,0.04638041287466943,1.0,2,0.4999990712933422,0.0,0,199.08555634204282
rivalrous,117,0.04766707003496189,1.0,2,0.4999981145798251,0.0,0,203.43926431407982
rivalrous,118,0.04809482505751793,1.0,2,0.4999955527017015,0.0,0,207.8905016291579
rivalrous,119,0.04803762645022722,1.0,2,0.4999829379695743,0.0,0,212.44135596903277
